id,name,classification,type_1,type_2,height_m,weight_kg,capture_rate,abilities,hp,atk,def,sp_atk,sp_def,spd,total_stats,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fighting,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy,is_legendary,count
199,Slowking,Royal Pokémon,Water,Psychic,2.0,79.5,70,"Oblivious ,  Own Tempo",95,75,80,100,110,30,490,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,0,1
200,Misdreavus,Screech Pokémon,Ghost,,0.7,1.0,45,Levitate,60,60,60,85,85,85,435,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0,0,1
201,Unown,Symbol Pokémon,Psychic,,0.5,5.0,225,Levitate,48,72,48,72,48,48,336,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
202,Wobbuffet,Patient Pokémon,Psychic,,1.3,28.5,45,Shadow Tag,190,33,58,33,58,33,405,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0,1
203,Girafarig,Long Neck Pokémon,Normal,Psychic,1.5,41.5,60,"Inner Focus ,  Early Bird",70,80,65,90,65,85,455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0,1
204,Pineco,Bagworm Pokémon,Bug,,0.6,7.2,190,Sturdy,50,65,90,35,35,15,290,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
205,Forretress,Bagworm Pokémon,Bug,Steel,1.2,125.8,75,Sturdy,75,90,140,60,60,40,465,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0,1
206,Dunsparce,Land Snake Pokémon,Normal,,1.5,14.0,190,"Serene Grace ,  Run Away",100,70,70,65,65,45,415,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
207,Gligar,Flyscorpion Pokémon,Ground,Flying,1.1,64.8,60,"Hyper Cutter ,  Sand Veil",65,75,105,35,65,85,430,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0,1
208,Steelix,Iron Snake Pokémon,Steel,Ground,9.2,400.0,25,"Rock Head ,  Sturdy",75,85,200,55,65,30,510,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,0,1
209,Snubbull,Fairy Pokémon,Fairy,,0.6,7.8,190,"Intimidate ,  Run Away",60,80,50,40,40,30,300,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,1
210,Granbull,Fairy Pokémon,Fairy,,1.4,48.7,75,"Intimidate ,  Quick Feet",90,120,75,60,60,45,450,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0,1
211,Qwilfish,Balloon Pokémon,Water,Poison,0.5,3.9,45,"Poison Point ,  Swift Swim",65,95,85,55,55,85,440,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0,1
212,Scizor,Pincer Pokémon,Bug,Steel,1.8,118.0,25,"Swarm ,  Technician",70,130,100,55,80,65,500,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0,1
213,Shuckle,Mold Pokémon,Bug,Rock,0.6,20.5,190,"Sturdy ,  Gluttony",20,10,230,10,230,5,505,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0,1
214,Heracross,Singlehorn Pokémon,Bug,Fighting,1.5,54.0,45,"Swarm ,  Guts",80,125,75,40,95,85,500,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,0,1
215,Sneasel,Sharp Claw Pokémon,Dark,Ice,0.9,28.0,60,"Inner Focus ,  Keen Eye",55,95,55,35,75,115,430,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0,0,1
216,Teddiursa,Little Bear Pokémon,Normal,,0.6,8.8,120,"Pickup ,  Quick Feet",60,80,50,50,50,40,330,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
217,Ursaring,Hibernator Pokémon,Normal,,1.8,125.8,60,"Guts ,  Quick Feet",90,130,75,75,75,55,500,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
218,Slugma,Lava Pokémon,Fire,,0.7,35.0,190,"Magma Armor ,  Flame Body",40,40,40,70,40,20,250,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
219,Magcargo,Lava Pokémon,Fire,Rock,0.8,55.0,75,"Magma Armor ,  Flame Body",60,50,120,90,80,30,430,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,1
220,Swinub,Pig Pokémon,Ice,Ground,0.4,6.5,225,"Oblivious ,  Snow Cloak",50,50,40,30,30,50,250,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1
221,Piloswine,Swine Pokémon,Ice,Ground,1.1,55.8,75,"Oblivious ,  Snow Cloak",100,100,80,60,60,50,450,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1
222,Corsola,Coral Pokémon,Water,Rock,0.6,5.0,60,"Hustle ,  Natural Cure",65,55,95,65,95,35,410,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
223,Remoraid,Jet Pokémon,Water,,0.6,12.0,190,"Hustle ,  Sniper",35,65,35,65,35,65,300,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
224,Octillery,Jet Pokémon,Water,,0.9,28.5,75,"Suction Cups ,  Sniper",75,105,75,105,75,45,480,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
225,Delibird,Delivery Pokémon,Ice,Flying,0.9,16.0,45,"Vital Spirit ,  Hustle",45,55,45,65,45,75,330,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0,0,1
226,Mantine,Kite Pokémon,Water,Flying,2.1,220.0,25,"Swift Swim ,  Water Absorb",85,40,70,80,140,70,485,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,1
227,Skarmory,Armor Bird Pokémon,Steel,Flying,1.7,50.5,25,"Keen Eye ,  Sturdy",65,80,140,40,70,70,465,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5,0,1
228,Houndour,Dark Pokémon,Dark,Fire,0.6,10.8,120,"Early Bird ,  Flash Fire",45,60,30,80,50,65,330,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,0,1
229,Houndoom,Dark Pokémon,Dark,Fire,1.4,35.0,45,"Early Bird ,  Flash Fire",75,90,50,110,80,95,500,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0,0,1
230,Kingdra,Dragon Pokémon,Water,Dragon,1.8,152.0,45,"Swift Swim ,  Sniper",75,95,95,95,95,85,540,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0,0,1
231,Phanpy,Long Nose Pokémon,Ground,,0.5,33.5,120,Pickup,90,60,60,40,40,40,330,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1
232,Donphan,Armor Pokémon,Ground,,1.1,120.0,60,Sturdy,90,120,120,60,60,50,500,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,1
233,Porygon2,Virtual Pokémon,Normal,,0.6,32.5,45,"Trace ,  Download",85,80,90,105,95,60,515,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
234,Stantler,Big Horn Pokémon,Normal,,1.4,71.2,45,"Intimidate ,  Frisk",73,95,62,85,65,85,465,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
235,Smeargle,Painter Pokémon,Normal,,1.2,58.0,45,"Own Tempo ,  Technician",55,20,35,20,45,75,250,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
236,Tyrogue,Scuffle Pokémon,Fighting,,0.7,21.0,75,"Guts ,  Steadfast",35,35,35,35,35,35,210,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
237,Hitmontop,Handstand Pokémon,Fighting,,1.4,48.0,45,"Intimidate ,  Technician",50,95,95,35,110,70,455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
238,Smoochum,Kiss Pokémon,Ice,Psychic,0.4,6.0,45,"Oblivious ,  Forewarn",45,30,15,85,65,65,305,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0,1
239,Elekid,Electric Pokémon,Electric,,0.6,23.5,45,Static,45,63,37,65,55,95,360,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
240,Magby,Live Coal Pokémon,Fire,,0.7,21.4,45,Flame Body,45,75,37,70,55,83,365,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
241,Miltank,Milk Cow Pokémon,Normal,,1.2,75.5,45,"Thick Fat ,  Scrappy",95,80,105,40,70,100,490,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
242,Blissey,Happiness Pokémon,Normal,,1.5,46.8,30,"Natural Cure ,  Serene Grace",255,10,10,75,135,55,540,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
243,Raikou,Thunder Pokémon,Electric,,1.9,178.0,3,Pressure,90,85,75,115,100,115,580,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1
244,Entei,Volcano Pokémon,Fire,,2.1,198.0,3,Pressure,115,115,85,90,75,100,580,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1,1
245,Suicune,Aurora Pokémon,Water,,2.0,187.0,3,Pressure,100,75,115,90,115,85,580,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1,1
246,Larvitar,Rock Skin Pokémon,Rock,Ground,0.6,72.0,45,Guts,50,64,50,45,50,41,300,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0,1
247,Pupitar,Hard Shell Pokémon,Rock,Ground,1.2,152.0,45,Shed Skin,70,84,70,65,70,51,410,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0,1
248,Tyranitar,Armor Pokémon,Rock,Dark,2.0,202.0,45,Sand Stream,100,134,110,95,100,61,600,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,0,1
249,Lugia,Diving Pokémon,Psychic,Flying,5.2,216.0,3,Pressure,106,90,130,90,154,110,680,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1,1
250,Ho-Oh,Rainbow Pokémon,Fire,Flying,3.8,199.0,3,Pressure,106,130,90,110,154,90,680,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5,1,1
251,Celebi,Time Travel Pokémon,Psychic,Grass,0.6,5.0,45,Natural Cure,100,100,100,100,100,100,600,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1,1
252,Treecko,Wood Gecko Pokémon,Grass,,0.5,5.0,45,Overgrow,40,45,35,65,55,70,310,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
253,Grovyle,Wood Gecko Pokémon,Grass,,0.9,21.6,45,Overgrow,50,65,45,85,65,95,405,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
254,Sceptile,Forest Pokémon,Grass,,1.7,52.2,45,Overgrow,70,85,65,105,85,120,530,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
255,Torchic,Chick Pokémon,Fire,,0.4,2.5,45,Blaze,45,60,40,70,50,45,310,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0,1
256,Combusken,Young Fowl Pokémon,Fire,Fighting,0.9,19.5,45,Blaze,60,85,60,85,60,55,405,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,1
257,Blaziken,Blaze Pokémon,Fire,Fighting,1.9,52.0,45,Blaze,80,120,70,110,70,80,530,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,0,1
258,Mudkip,Mud Fish Pokémon,Water,,0.4,7.6,45,Torrent,50,70,50,50,50,40,310,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
259,Marshtomp,Mud Fish Pokémon,Water,Ground,0.7,28.0,45,Torrent,70,85,70,60,70,50,405,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,1
260,Swampert,Mud Fish Pokémon,Water,Ground,1.5,81.9,45,Torrent,100,110,90,85,90,60,535,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0,1
261,Poochyena,Bite Pokémon,Dark,,0.5,13.6,255,"Run Away ,  Quick Feet",35,55,35,30,30,35,220,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,1
262,Mightyena,Bite Pokémon,Dark,,1.0,37.0,127,"Intimidate ,  Quick Feet",70,90,70,60,60,70,420,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0,1
263,Zigzagoon,Tiny Racoon Pokémon,Normal,,0.4,17.5,255,"Pickup ,  Gluttony",38,30,41,30,41,60,240,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
264,Linoone,Rush Pokémon,Normal,,0.5,32.5,90,"Pickup ,  Gluttony",78,70,61,50,61,100,420,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
265,Wurmple,Worm Pokémon,Bug,,0.3,3.6,255,Shield Dust,45,45,35,20,30,20,195,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
266,Silcoon,Cocoon Pokémon,Bug,,0.6,10.0,120,Shed Skin,50,35,55,25,25,15,205,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
267,Beautifly,Butterfly Pokémon,Bug,Flying,1.0,28.4,45,Swarm,60,70,50,100,50,65,395,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,1
268,Cascoon,Cocoon Pokémon,Bug,,0.7,11.5,120,Shed Skin,50,35,55,25,25,15,205,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1
269,Dustox,Poison Moth Pokémon,Bug,Poison,1.2,31.6,45,Shield Dust,60,50,70,50,90,65,385,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0,1
270,Lotad,Water Weed Pokémon,Water,Grass,0.5,2.6,255,"Swift Swim ,  Rain Dish",40,30,30,40,50,30,220,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
271,Lombre,Jolly Pokémon,Water,Grass,1.2,32.5,120,"Swift Swim ,  Rain Dish",60,50,50,60,70,50,340,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
272,Ludicolo,Carefree Pokémon,Water,Grass,1.5,55.0,45,"Swift Swim ,  Rain Dish",80,70,70,90,100,70,480,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0,1
273,Seedot,Acorn Pokémon,Grass,,0.5,4.0,255,"Chlorophyll ,  Early Bird",40,40,50,30,30,30,220,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
274,Nuzleaf,Wily Pokémon,Grass,Dark,1.0,28.0,120,"Chlorophyll ,  Early Bird",70,70,40,60,40,60,340,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,0,1
275,Shiftry,Wickid Pokémon,Grass,Dark,1.3,59.6,45,"Chlorophyll ,  Early Bird",90,100,60,90,60,80,480,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0,0,1
276,Taillow,TinySwallow Pokémon,Normal,Flying,0.3,2.3,200,Guts,40,55,30,30,30,85,270,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
277,Swellow,Swallow Pokémon,Normal,Flying,0.7,19.8,45,Guts,60,85,60,75,50,125,455,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0,1
278,Wingull,Seagull Pokémon,Water,Flying,0.6,9.5,190,"Keen Eye ,  Hydration",40,30,30,55,30,85,270,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,1
279,Pelipper,Water Bird Pokémon,Water,Flying,1.2,28.0,45,"Keen Eye ,  Drizzle",60,50,100,95,70,65,440,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,0,1
280,Ralts,Feeling Pokémon,Psychic,Fairy,0.4,6.6,235,"Synchronize ,  Trace",28,25,25,45,35,40,198,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0,1
281,Kirlia,Emotion Pokémon,Psychic,Fairy,0.8,20.2,120,"Synchronize ,  Trace",38,35,35,65,55,50,278,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0,1
282,Gardevoir,Embrace Pokémon,Psychic,Fairy,1.6,48.4,45,"Synchronize ,  Trace",68,65,65,125,115,80,518,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0,1
283,Surskit,Pond Skater Pokémon,Bug,Water,0.5,1.7,200,Swift Swim,40,30,32,50,52,65,269,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0,1
284,Masquerain,Eyeball Pokémon,Bug,Flying,0.8,3.6,75,Intimidate,70,60,62,100,82,80,454,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,1
285,Shroomish,Mushroom Pokémon,Grass,,0.4,4.5,255,"Effect Spore ,  Poison Heal",60,40,60,40,60,35,295,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
286,Breloom,Mushroom Pokémon,Grass,Fighting,1.2,39.2,90,"Effect Spore ,  Poison Heal",60,130,80,60,60,70,460,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,0,1
287,Slakoth,Slacker Pokémon,Normal,,0.8,24.0,255,Truant,60,60,60,35,35,30,280,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
288,Vigoroth,Wild Monkey Pokémon,Normal,,1.4,46.5,120,Vital Spirit,80,80,80,55,55,90,440,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
289,Slaking,Lazy Pokémon,Normal,,2.0,130.5,45,Truant,150,160,100,95,65,100,670,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
290,Nincada,Trainee Pokémon,Bug,Ground,0.5,5.5,255,Compoundeyes,31,45,90,30,30,40,266,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1
291,Ninjask,Ninja Pokémon,Bug,Flying,0.8,12.0,120,Speed Boost,61,90,45,50,50,160,456,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,0,1
292,Shedinja,Shed Pokémon,Bug,Ghost,0.8,1.2,45,Wonder Guard,1,90,45,30,30,40,236,0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0,0,1
293,Whismur,Whisper Pokémon,Normal,,0.6,16.3,190,Soundproof,64,51,23,51,23,28,240,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
294,Loudred,Big Voice Pokémon,Normal,,1.0,40.5,120,Soundproof,84,71,43,71,43,48,360,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
295,Exploud,Loud Noise Pokémon,Normal,,1.5,84.0,45,Soundproof,104,91,63,91,73,68,490,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,1
296,Makuhita,Guts Pokémon,Fighting,,1.0,86.4,180,"Thick Fat ,  Guts",72,60,30,20,30,25,237,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
297,Hariyama,Arm Thrust Pokémon,Fighting,,2.3,253.8,200,"Thick Fat ,  Guts",144,120,60,40,60,50,474,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0,1
298,Azurill,Polka Dot Pokémon,Normal,Fairy,0.2,2.0,150,"Thick Fat ,  Huge Power",50,20,40,20,40,20,190,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,0,1
299,Nosepass,Compass Pokémon,Rock,,1.0,97.0,255,"Sturdy ,  Magnet Pull",30,45,135,45,90,30,375,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0,1
