id,name,typing,classification,height_m,weight_kg,capture_rate,abilities,hp,atk,def,sp_atk,sp_def,spd,taken_normal,taken_fire,taken_water,taken_electric,taken_grass,taken_ice,taken_fighting,taken_poison,taken_ground,taken_flying,taken_psychic,taken_bug,taken_rock,taken_ghost,taken_dragon,taken_dark,taken_steel,taken_fairy
200,Misdreavus,['Ghost'],Screech Pokémon,0.7,1.0,45,['Levitate'],60,60,60,85,85,85,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
201,Unown,['Psychic'],Symbol Pokémon,0.5,5.0,225,['Levitate'],48,72,48,72,48,48,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
202,Wobbuffet,['Psychic'],Patient Pokémon,1.3,28.5,45,['Shadow Tag'],190,33,58,33,58,33,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
203,Girafarig,"['Normal', 'Psychic']",Long Neck Pokémon,1.5,41.5,60,"['Inner Focus', 'Early Bird']",70,80,65,90,65,85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
204,Pineco,['Bug'],Bagworm Pokémon,0.6,7.2,190,['Sturdy'],50,65,90,35,35,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
205,Forretress,"['Bug', 'Steel']",Bagworm Pokémon,1.2,125.8,75,['Sturdy'],75,90,140,60,60,40,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
206,Dunsparce,['Normal'],Land Snake Pokémon,1.5,14.0,190,"['Serene Grace', 'Run Away']",100,70,70,65,65,45,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
207,Gligar,"['Ground', 'Flying']",Flyscorpion Pokémon,1.1,64.8,60,"['Hyper Cutter', 'Sand Veil']",65,75,105,35,65,85,1.0,1.0,2.0,0.0,1.0,4.0,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
208,Steelix,"['Steel', 'Ground']",Iron Snake Pokémon,9.2,400.0,25,"['Rock Head', 'Sturdy']",75,85,200,55,65,30,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
209,Snubbull,['Fairy'],Fairy Pokémon,0.6,7.8,190,"['Intimidate', 'Run Away']",60,80,50,40,40,30,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
210,Granbull,['Fairy'],Fairy Pokémon,1.4,48.7,75,"['Intimidate', 'Quick Feet']",90,120,75,60,60,45,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
211,Qwilfish,"['Water', 'Poison']",Balloon Pokémon,0.5,3.9,45,"['Poison Point', 'Swift Swim']",65,95,85,55,55,85,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
212,Scizor,"['Bug', 'Steel']",Pincer Pokémon,1.8,118.0,25,"['Swarm', 'Technician']",70,130,100,55,80,65,0.5,4.0,1.0,1.0,0.25,0.5,1.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5
213,Shuckle,"['Bug', 'Rock']",Mold Pokémon,0.6,20.5,190,"['Sturdy', 'Gluttony']",20,10,230,10,230,5,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
214,Heracross,"['Bug', 'Fighting']",Singlehorn Pokémon,1.5,54.0,45,"['Swarm', 'Guts']",80,125,75,40,95,85,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,4.0,2.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0
215,Sneasel,"['Dark', 'Ice']",Sharp Claw Pokémon,0.9,28.0,60,"['Inner Focus', 'Keen Eye']",55,95,55,35,75,115,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
216,Teddiursa,['Normal'],Little Bear Pokémon,0.6,8.8,120,"['Pickup', 'Quick Feet']",60,80,50,50,50,40,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
217,Ursaring,['Normal'],Hibernator Pokémon,1.8,125.8,60,"['Guts', 'Quick Feet']",90,130,75,75,75,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
218,Slugma,['Fire'],Lava Pokémon,0.7,35.0,190,"['Magma Armor', 'Flame Body']",40,40,40,70,40,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
219,Magcargo,"['Fire', 'Rock']",Lava Pokémon,0.8,55.0,75,"['Magma Armor', 'Flame Body']",60,50,120,90,80,30,0.5,0.25,4.0,1.0,1.0,0.5,2.0,0.5,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
220,Swinub,"['Ice', 'Ground']",Pig Pokémon,0.4,6.5,225,"['Oblivious', 'Snow Cloak']",50,50,40,30,30,50,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
221,Piloswine,"['Ice', 'Ground']",Swine Pokémon,1.1,55.8,75,"['Oblivious', 'Snow Cloak']",100,100,80,60,60,50,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
222,Corsola,"['Water', 'Rock']",Coral Pokémon,0.6,5.0,60,"['Hustle', 'Natural Cure']",65,55,95,65,95,35,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
223,Remoraid,['Water'],Jet Pokémon,0.6,12.0,190,"['Hustle', 'Sniper']",35,65,35,65,35,65,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
224,Octillery,['Water'],Jet Pokémon,0.9,28.5,75,"['Suction Cups', 'Sniper']",75,105,75,105,75,45,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
225,Delibird,"['Ice', 'Flying']",Delivery Pokémon,0.9,16.0,45,"['Vital Spirit', 'Hustle']",45,55,45,65,45,75,1.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,2.0,1.0
226,Mantine,"['Water', 'Flying']",Kite Pokémon,2.1,220.0,25,"['Swift Swim', 'Water Absorb']",85,40,70,80,140,70,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
227,Skarmory,"['Steel', 'Flying']",Armor Bird Pokémon,1.7,50.5,25,"['Keen Eye', 'Sturdy']",65,80,140,40,70,70,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
228,Houndour,"['Dark', 'Fire']",Dark Pokémon,0.6,10.8,120,"['Early Bird', 'Flash Fire']",45,60,30,80,50,65,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
229,Houndoom,"['Dark', 'Fire']",Dark Pokémon,1.4,35.0,45,"['Early Bird', 'Flash Fire']",75,90,50,110,80,95,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,0.5,1.0
230,Kingdra,"['Water', 'Dragon']",Dragon Pokémon,1.8,152.0,45,"['Swift Swim', 'Sniper']",75,95,95,95,95,85,1.0,0.25,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
231,Phanpy,['Ground'],Long Nose Pokémon,0.5,33.5,120,['Pickup'],90,60,60,40,40,40,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
232,Donphan,['Ground'],Armor Pokémon,1.1,120.0,60,['Sturdy'],90,120,120,60,60,50,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
233,Porygon2,['Normal'],Virtual Pokémon,0.6,32.5,45,"['Trace', 'Download']",85,80,90,105,95,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
234,Stantler,['Normal'],Big Horn Pokémon,1.4,71.2,45,"['Intimidate', 'Frisk']",73,95,62,85,65,85,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
235,Smeargle,['Normal'],Painter Pokémon,1.2,58.0,45,"['Own Tempo', 'Technician']",55,20,35,20,45,75,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
236,Tyrogue,['Fighting'],Scuffle Pokémon,0.7,21.0,75,"['Guts', 'Steadfast']",35,35,35,35,35,35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
237,Hitmontop,['Fighting'],Handstand Pokémon,1.4,48.0,45,"['Intimidate', 'Technician']",50,95,95,35,110,70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
238,Smoochum,"['Ice', 'Psychic']",Kiss Pokémon,0.4,6.0,45,"['Oblivious', 'Forewarn']",45,30,15,85,65,65,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,2.0,2.0,1.0
239,Elekid,['Electric'],Electric Pokémon,0.6,23.5,45,['Static'],45,63,37,65,55,95,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
240,Magby,['Fire'],Live Coal Pokémon,0.7,21.4,45,['Flame Body'],45,75,37,70,55,83,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
241,Miltank,['Normal'],Milk Cow Pokémon,1.2,75.5,45,"['Thick Fat', 'Scrappy']",95,80,105,40,70,100,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
242,Blissey,['Normal'],Happiness Pokémon,1.5,46.8,30,"['Natural Cure', 'Serene Grace']",255,10,10,75,135,55,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
243,Raikou,['Electric'],Thunder Pokémon,1.9,178.0,3,['Pressure'],90,85,75,115,100,115,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
244,Entei,['Fire'],Volcano Pokémon,2.1,198.0,3,['Pressure'],115,115,85,90,75,100,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
245,Suicune,['Water'],Aurora Pokémon,2.0,187.0,3,['Pressure'],100,75,115,90,115,85,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
246,Larvitar,"['Rock', 'Ground']",Rock Skin Pokémon,0.6,72.0,45,['Guts'],50,64,50,45,50,41,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
247,Pupitar,"['Rock', 'Ground']",Hard Shell Pokémon,1.2,152.0,45,['Shed Skin'],70,84,70,65,70,51,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
248,Tyranitar,"['Rock', 'Dark']",Armor Pokémon,2.0,202.0,45,['Sand Stream'],100,134,110,95,100,61,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0
249,Lugia,"['Psychic', 'Flying']",Diving Pokémon,5.2,216.0,3,['Pressure'],106,90,130,90,154,110,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
250,Ho-Oh,"['Fire', 'Flying']",Rainbow Pokémon,3.8,199.0,3,['Pressure'],106,130,90,110,154,90,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
251,Celebi,"['Psychic', 'Grass']",Time Travel Pokémon,0.6,5.0,45,['Natural Cure'],100,100,100,100,100,100,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
252,Treecko,['Grass'],Wood Gecko Pokémon,0.5,5.0,45,['Overgrow'],40,45,35,65,55,70,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
253,Grovyle,['Grass'],Wood Gecko Pokémon,0.9,21.6,45,['Overgrow'],50,65,45,85,65,95,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
254,Sceptile,['Grass'],Forest Pokémon,1.7,52.2,45,['Overgrow'],70,85,65,105,85,120,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
255,Torchic,['Fire'],Chick Pokémon,0.4,2.5,45,['Blaze'],45,60,40,70,50,45,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
256,Combusken,"['Fire', 'Fighting']",Young Fowl Pokémon,0.9,19.5,45,['Blaze'],60,85,60,85,60,55,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
257,Blaziken,"['Fire', 'Fighting']",Blaze Pokémon,1.9,52.0,45,['Blaze'],80,120,70,110,70,80,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0
258,Mudkip,['Water'],Mud Fish Pokémon,0.4,7.6,45,['Torrent'],50,70,50,50,50,40,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
259,Marshtomp,"['Water', 'Ground']",Mud Fish Pokémon,0.7,28.0,45,['Torrent'],70,85,70,60,70,50,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
260,Swampert,"['Water', 'Ground']",Mud Fish Pokémon,1.5,81.9,45,['Torrent'],100,110,90,85,90,60,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
261,Poochyena,['Dark'],Bite Pokémon,0.5,13.6,255,"['Run Away', 'Quick Feet']",35,55,35,30,30,35,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
262,Mightyena,['Dark'],Bite Pokémon,1.0,37.0,127,"['Intimidate', 'Quick Feet']",70,90,70,60,60,70,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
263,Zigzagoon,['Normal'],Tiny Racoon Pokémon,0.4,17.5,255,"['Pickup', 'Gluttony']",38,30,41,30,41,60,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
264,Linoone,['Normal'],Rush Pokémon,0.5,32.5,90,"['Pickup', 'Gluttony']",78,70,61,50,61,100,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
265,Wurmple,['Bug'],Worm Pokémon,0.3,3.6,255,['Shield Dust'],45,45,35,20,30,20,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
266,Silcoon,['Bug'],Cocoon Pokémon,0.6,10.0,120,['Shed Skin'],50,35,55,25,25,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
267,Beautifly,"['Bug', 'Flying']",Butterfly Pokémon,1.0,28.4,45,['Swarm'],60,70,50,100,50,65,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
268,Cascoon,['Bug'],Cocoon Pokémon,0.7,11.5,120,['Shed Skin'],50,35,55,25,25,15,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
269,Dustox,"['Bug', 'Poison']",Poison Moth Pokémon,1.2,31.6,45,['Shield Dust'],60,50,70,50,90,65,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
270,Lotad,"['Water', 'Grass']",Water Weed Pokémon,0.5,2.6,255,"['Swift Swim', 'Rain Dish']",40,30,30,40,50,30,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
271,Lombre,"['Water', 'Grass']",Jolly Pokémon,1.2,32.5,120,"['Swift Swim', 'Rain Dish']",60,50,50,60,70,50,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
272,Ludicolo,"['Water', 'Grass']",Carefree Pokémon,1.5,55.0,45,"['Swift Swim', 'Rain Dish']",80,70,70,90,100,70,1.0,1.0,0.25,1.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
273,Seedot,['Grass'],Acorn Pokémon,0.5,4.0,255,"['Chlorophyll', 'Early Bird']",40,40,50,30,30,30,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
274,Nuzleaf,"['Grass', 'Dark']",Wily Pokémon,1.0,28.0,120,"['Chlorophyll', 'Early Bird']",70,70,40,60,40,60,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
275,Shiftry,"['Grass', 'Dark']",Wickid Pokémon,1.3,59.6,45,"['Chlorophyll', 'Early Bird']",90,100,60,90,60,80,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,0.0,4.0,1.0,0.5,1.0,0.5,1.0,2.0
276,Taillow,"['Normal', 'Flying']",TinySwallow Pokémon,0.3,2.3,200,['Guts'],40,55,30,30,30,85,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
277,Swellow,"['Normal', 'Flying']",Swallow Pokémon,0.7,19.8,45,['Guts'],60,85,60,75,50,125,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
278,Wingull,"['Water', 'Flying']",Seagull Pokémon,0.6,9.5,190,"['Keen Eye', 'Hydration']",40,30,30,55,30,85,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
279,Pelipper,"['Water', 'Flying']",Water Bird Pokémon,1.2,28.0,45,"['Keen Eye', 'Drizzle']",60,50,100,95,70,65,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
280,Ralts,"['Psychic', 'Fairy']",Feeling Pokémon,0.4,6.6,235,"['Synchronize', 'Trace']",28,25,25,45,35,40,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
281,Kirlia,"['Psychic', 'Fairy']",Emotion Pokémon,0.8,20.2,120,"['Synchronize', 'Trace']",38,35,35,65,55,50,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
282,Gardevoir,"['Psychic', 'Fairy']",Embrace Pokémon,1.6,48.4,45,"['Synchronize', 'Trace']",68,65,65,125,115,80,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
283,Surskit,"['Bug', 'Water']",Pond Skater Pokémon,0.5,1.7,200,['Swift Swim'],40,30,32,50,52,65,1.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0
284,Masquerain,"['Bug', 'Flying']",Eyeball Pokémon,0.8,3.6,75,['Intimidate'],70,60,62,100,82,80,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
285,Shroomish,['Grass'],Mushroom Pokémon,0.4,4.5,255,"['Effect Spore', 'Poison Heal']",60,40,60,40,60,35,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
286,Breloom,"['Grass', 'Fighting']",Mushroom Pokémon,1.2,39.2,90,"['Effect Spore', 'Poison Heal']",60,130,80,60,60,70,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
287,Slakoth,['Normal'],Slacker Pokémon,0.8,24.0,255,['Truant'],60,60,60,35,35,30,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
288,Vigoroth,['Normal'],Wild Monkey Pokémon,1.4,46.5,120,['Vital Spirit'],80,80,80,55,55,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
289,Slaking,['Normal'],Lazy Pokémon,2.0,130.5,45,['Truant'],150,160,100,95,65,100,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
290,Nincada,"['Bug', 'Ground']",Trainee Pokémon,0.5,5.5,255,['Compoundeyes'],31,45,90,30,30,40,1.0,2.0,2.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
291,Ninjask,"['Bug', 'Flying']",Ninja Pokémon,0.8,12.0,120,['Speed Boost'],61,90,45,50,50,160,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
292,Shedinja,"['Bug', 'Ghost']",Shed Pokémon,0.8,1.2,45,['Wonder Guard'],1,90,45,30,30,40,0.0,2.0,1.0,1.0,0.5,1.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,2.0,1.0,2.0,1.0,1.0
293,Whismur,['Normal'],Whisper Pokémon,0.6,16.3,190,['Soundproof'],64,51,23,51,23,28,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
294,Loudred,['Normal'],Big Voice Pokémon,1.0,40.5,120,['Soundproof'],84,71,43,71,43,48,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
295,Exploud,['Normal'],Loud Noise Pokémon,1.5,84.0,45,['Soundproof'],104,91,63,91,73,68,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
296,Makuhita,['Fighting'],Guts Pokémon,1.0,86.4,180,"['Thick Fat', 'Guts']",72,60,30,20,30,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
297,Hariyama,['Fighting'],Arm Thrust Pokémon,2.3,253.8,200,"['Thick Fat', 'Guts']",144,120,60,40,60,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
298,Azurill,"['Normal', 'Fairy']",Polka Dot Pokémon,0.2,2.0,150,"['Thick Fat', 'Huge Power']",50,20,40,20,40,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0
299,Nosepass,['Rock'],Compass Pokémon,1.0,97.0,255,"['Sturdy', 'Magnet Pull']",30,45,135,45,90,30,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
300,Skitty,['Normal'],Kitten Pokémon,0.6,11.0,255,"['Cute Charm', 'Normalize']",50,45,45,35,35,50,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
301,Delcatty,['Normal'],Prim Pokémon,1.1,32.6,60,"['Cute Charm', 'Normalize']",70,65,65,55,55,90,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
